"Date","YSlow.Grade....","PageSpeed.Grade....","Onload.Time..s.","Total.Size..bytes.","Total.Requests","TTFB..ms.","HTML.Size..bytes.","Redirect.duration..ms.","Connection.duration..ms.","Backend.duration..ms.","DOM.interactive..ms.","DOM.content.loaded..ms.","DOM.content.loaded.duration..ms.","Onload..ms.","Onload.duration..ms.","Fully.loaded..ms.","First.paint..ms.","RUM.Speed.Index","First.contentful.paint..ms.","Total Visits","Mobile Device","Desktop Device","Monthly Visits","Avg. Visit Duration","Pages Per Visit","Bounce Rate","url"
"2019-07-30 13:09:16",57,80,4.366,1536092,99,1906,13339,901,645,360,2874,3104,46,4366,34,5610,2481,2534,2481,"812,033","45.93","54.07","270,678","02.55","2.00","64.85","1funny.com"
"2019-07-30 13:10:54",55,67,2.62,1174888,142,383,7204,216,14,153,1091,1092,0,2620,12,3309,644,654,644,"7.747","18.90","81.10","2.582","01.38","1.57","75.19","2carpros.com"
"2019-07-30 13:13:51",71,81,1.169,689145,37,407,7313,163,164,80,844,844,6,1169,1,1266,585,585,585,"1.197","52.39","47.61","399,271","00.53","1.22","86.83","1728.org"
"2019-07-30 13:14:51",52,56,2.944,2399582,133,501,22098,163,223,115,1466,1466,28,2944,24,3074,1362,1836,1362,"1.372","33.36","66.64","457,406","02.56","3.70","57.98","barrett-jackson.com"
"2019-07-30 13:15:45",66,68,2.32,2151903,126,475,15169,202,37,236,1214,1214,59,2320,19,3164,903,917,903,"2.255","34.96","65.04","751,870","03","2.14","73.47","bassresource.com"
"2019-07-30 13:17:11",56,62,2.949,1941657,167,192,44995,69,90,33,1972,1972,211,2949,13,4636,873,913,873,"1.330","43.56","56.44","443,604","04.18","2.69","57.28","bendbulletin.com"
"2019-07-27 12:33:00",50,55,2.957,2034000,84,497,136731,44,113,340,1251,1254,132,2957,20,4672,942,944,942,"7.199","38.88","61.12","2.399","02.01","2.88","69.90","biblia.com"
"2019-07-30 13:20:29",85,97,1.103,1075158,25,518,11284,184,172,162,710,710,0,1103,2,1239,710,938,710,"2.109","48.18","51.82","703,050","04.32","5.16","45.05","billiongraves.com"
"2019-07-30 13:21:54",48,12,4.095,3315387,979,1111,17495,493,23,595,2290,2296,37,4095,2,11033,1949,2026,1949,"8.465","35.79","64.21","2.821","03.14","2.06","61.09","bizpacreview.com"
"2019-07-27 12:45:14",55,61,2.78,2436443,172,636,8247,284,258,94,1439,1440,25,2780,13,3328,1164,1199,1164,"5.587","73.11","26.89","1.862","02.17","3.92","41.02","brandsoftheworld.com"
"2019-07-27 12:57:23",60,67,3.25,1502681,112,1126,7251,905,146,75,1522,1929,39,3250,73,4681,1910,1910,1910,"6.365","45.67","54.33","2.121","00.42","1.38","83.38","calendar-365.com"
"2019-06-28 14:31:00",43,48,7.46,3692165,248,829,24296,434,240,155,2826,2826,82,7460,47,7674,1930,1990,1930,"00",".","16.03","2019","38.19.60","46.47","2019","carsense.com"
"2019-07-28 09:50:36",79,75,4.314,854740,79,2243,8897,28,397,1818,3124,3124,0,4314,1,6061,3072,3276,3072,"933,196","19.62","80.38","311,065","02.07","2.45","53.49","cdispatch.com"
"2019-07-23 00:58:14",92,84,1.477,868519,29,391,11915,197,58,136,563,1306,36,1477,7,1626,988,988,988,"143.7","68.96","31.04","47.91","18.07","9.32","22.40","chess.com"
"2019-07-28 09:53:11",37,0,7.521,19234476,458,1036,42979,437,180,419,4274,4274,165,7521,18,9896,2196,2278,2196,"2.913","33.00","67.00","971,033","03.56","2.48","65.67","chronofhorse.com"
"2019-07-28 09:59:12",74,68,1.381,1094940,66,542,26694,186,136,220,1158,1158,54,1381,0,3408,945,960,945,"40.89","78.48","21.52","13.63","01.59","1.70","76.59","codeproject.com"
"2019-06-29 09:42:42",50,52,5.718,2149436,262,1176,19407,394,405,377,2436,2436,1,5718,3,7378,1797,1798,3396,"3.532","39.47","60.53","1.177","02.17","3.13","72.88","complaintsboard.com"
"2019-06-29 09:45:24",68,69,1.109,1311489,105,95,8163,39,26,30,760,760,16,1109,10,5344,707,726,707,"2.829","63.01","36.99","943,172","01.26","1.52","80.92","constitutioncenter.org"
"2019-07-28 10:27:16",62,77,2.093,1727431,90,840,24539,66,109,665,1504,1504,15,2093,41,2839,1222,1222,1222,"6.268","40.88","59.12","2.089","01.22","1.60","71.51","consumersadvocate.org"
"2019-07-28 10:41:57",60,73,2.053,1111939,79,435,8121,199,138,98,1234,1234,0,2053,1,2136,1327,1506,1327,"8.387","46.83","53.17","2.795","02.52","4.05","53.82","convio.net"
"2019-07-28 10:47:42",76,62,1.554,3829529,62,319,3890,142,38,139,853,854,0,1554,6,1786,728,1061,728,"1.770","45.63","54.37","590,054","01.12","3.40","71.92","cosplay.com"
"2019-07-28 10:49:16",51,59,4.492,6285936,275,370,44878,130,61,179,1521,1522,712,4492,14,6401,900,1005,900,"1.357","29.28","70.72","452,526","02.44","3.12","73.43","kidzworld.com"
"2019-07-28 10:50:59",45,45,7.141,3734460,279,541,23727,103,352,86,1592,1596,160,7141,8,7314,1386,1723,1386,"22.17","66.24","33.76","7.392","03.20","2.46","61.08","komando.com"
"2019-07-28 11:05:46",57,54,3.605,3821226,156,235,23165,55,153,27,1589,1589,283,3605,35,4429,1266,1303,1611,"1.472","49.42","50.58","490,977","00.53","1.39","78.13","kuow.org"
"2019-07-30 13:44:10",50,42,4.672,2565190,219,187,33782,87,91,9,1320,1321,66,4672,3,4946,769,769,769,"2.896","47.19","52.81","965,618","01.28","1.53","79.55","ncronline.org"
"2019-07-30 13:55:15",52,49,4.225,2892560,295,608,45970,40,128,440,1890,1901,42,4225,87,7090,835,1275,911,"67.11","37.74","62.26","22.37","03.48","2.49","54.22","news24.com"
"2019-07-28 11:34:50",50,58,2.953,3223362,187,196,7100,38,137,21,1358,1358,159,2953,21,3753,822,1323,822,"9.105","71.23","28.77","3.035","02.15","3.25","43.25","ninjakiwi.com"
"2019-07-28 11:36:38",47,46,6.985,4648661,159,1359,15224,339,61,959,2638,2638,111,6985,1,7260,2069,2133,2069,"1.155","49.88","50.12","385,047","01.46","2.06","65.76","noozhawk.com"
"2019-07-10 02:30:04",55,69,2.677,1804410,97,589,31853,173,269,147,1794,1795,7,2677,116,4400,1445,2749,1667,"2.459","39.11","60.89","819,984","01.40","2.11","69.17","officer.com"
"2019-07-30 13:56:26",55,61,4.067,1135233,42,1606,67525,975,1,630,3149,3149,69,4067,0,4226,3025,3590,3025,"69.00","66.71","33.29","23.00","02.13","2.28","66.39","oup.com"
"2019-07-28 12:10:35",55,16,3.006,2669327,760,1676,28539,532,140,1004,2780,2780,134,3006,1,11848,2607,2607,2607,"4.436","47.91","52.09","1.478","04.","2.80","61.37","tdpri.com"
"2019-07-30 13:57:57",60,64,4.927,3463559,306,343,26944,61,108,174,1610,1613,63,4927,4,15507,878,922,878,"6.846","63.63","36.37","2.282","04.59","3.44","55.36","teslamotorsclub.com"
"2019-06-28 14:59:36",49,49,2.247,2464205,81,514,101152,147,224,143,2090,2090,77,2247,2,4086,1258,1447,1468,"1.051","56.68","43.32","350,371","02.25","3.21","56.70","texasbar.com"
"2019-07-30 13:59:25",52,48,5.699,7018191,263,451,16316,162,148,141,1705,1706,183,5699,143,6130,1227,1272,1227,"4.180","29.89","70.11","1.393","03.11","2.80","43.31","theahl.com"
"2019-07-10 02:48:54",53,51,8.273,6407432,308,1211,12332,990,40,181,2809,2809,39,8273,11,21071,2357,2357,2357,"37,372","94.60","5.40","12,457","01.03","2.74","81.89","thegameraccess.com"
"2019-07-30 14:01:02",48,25,5.169,2315336,479,529,6887,273,194,62,1476,1476,34,5169,4,6369,911,1148,911,"10.75","56.27","43.73","3.585","05.26","4.00","57.29","thegearpage.net"
"2019-07-30 14:02:15",57,63,5.788,2652102,141,915,17269,495,249,171,2613,2613,173,5788,113,6549,1851,1851,1851,"703,907","40.06","59.94","234,636","02.48","3.31","53.46","thehairstyler.com"
"2019-07-30 14:07:40",60,70,2.733,1104234,106,1550,31604,867,14,669,2023,2023,60,2733,31,2991,2007,2007,2007,"10.75","56.27","43.73","3.585","05.26","4.00","57.29","thejournal.ie"
"2019-07-30 14:08:37",54,31,3.049,3365148,117,533,6829,194,243,96,966,966,15,3049,51,3672,838,1153,838,"1.684","34.77","65.23","561,656","01.03","1.43","82.51","themeparkinsider.com"
"2019-07-30 14:13:10",53,40,5.079,3545003,206,351,29344,150,120,81,1868,1868,249,5079,2,5924,1296,1622,1296,"1.448","37.61","62.39","482,986","01.54","1.70","73.86","thesandtrap.com"
"2019-07-30 14:16:03",65,69,1.302,2657137,153,205,38300,58,123,24,788,788,45,1302,40,3887,647,648,1379,"1.734","60.06","39.94","578,128","00.48","1.21","87.22","theundercoverrecruiter.com"
"2019-07-30 14:18:38",44,6,9.985,5803306,1431,495,27497,171,167,157,2914,2915,166,9985,10,14722,881,1257,1226,"2.785","29.17","70.83","928,655","02.33","2.29","55.19","theybf.com"
"2019-06-28 15:19:17",58,53,3.777,7445404,222,154,24471,72,58,24,904,2945,57,3777,2,5836,548,2606,661,"6.760","42.55","57.45","2.253","01.28","1.43","82.30","tinybuddha.com"
"2019-07-30 14:20:18",53,41,3.778,4416442,316,485,25399,178,201,106,2260,2261,150,3778,47,12030,1296,3332,1296,"6.718","39.94","60.06","2.239","00.49","1.32","83.34","todayshomeowner.com"
"2019-07-30 14:22:12",65,73,2.659,1111402,129,557,12207,182,74,301,812,1361,32,2659,1,3459,851,917,851,"1.846","42.44","57.56","615,384","00.55","1.36","82.68","torquenews.com"
"2019-07-30 14:23:25",66,4,1.805,6215385,102,562,15687,217,203,142,1186,1186,50,1805,4,3710,1118,1126,1118,"1.108","42.78","57.22","369,547","01.02","1.43","81.09","trailspace.com"
"2019-07-30 14:24:54",93,84,1.65,5552899,42,543,125625,178,293,72,1202,1202,26,1650,8,1695,872,965,872,"11.08","54.19","45.81","3.695","00.32","1.15","90.00","trust.org"
"2019-07-10 03:09:01",40,22,4.831,12306068,969,607,130946,246,88,273,1239,1470,4,4831,128,25291,927,980,927,"5.057","51.55","48.45","1.685","03.24","2.44","48.31","truthdig.org"
"2019-07-30 14:41:28",57,43,3.533,1868805,214,878,17932,572,2,304,2338,2338,29,3533,5,9482,1333,1706,1333,"6.264","28.42","71.58","2.088","01.49","2.13","64.61","tvpassport.com"
